x,y
0,0.13922735268561248
1,0.6009838642518341
2,0.802511433865931
3,0.8644568907924187
4,0.6398223090850995
5,0.808458022500845
6,0.1779468246696424
7,0.3686112260558715
8,0.7986930099740965
9,0.7224018691664321
10,0.706187285878804
11,0.6808019033503043
12,0.8245920042207452
13,0.8695237443349858
14,0.025374888609529966
15,0.8841769807533054
16,0.27422850829954803
17,0.5321487246023154
18,0.8652420351203737
19,0.32006807018848216
20,0.6054110379296924
21,0.8110050636909405
22,0.8106066655434295
23,0.23997833686148862
24,0.1624078289146056
25,0.5479093091436241
26,0.6945487692661642
27,0.5590003634705134
28,0.4720950971625143
29,0.49888332148661985
30,0.39290582088858406
31,0.12317012162352692
32,0.179659641368899
33,0.9187445996162755
34,0.19504379856353538
35,0.7518957477812723
36,0.5590665404366625
37,0.8949691102835677
38,0.9854316340945811
39,0.07148321144519498
40,0.2961984219853757
41,0.35163302181657663
42,0.18636710056750494
43,0.8169130540490563
44,0.16151841363520336
45,0.6334986921131555
46,0.7842720840919218
47,0.8464058055974221
48,0.2643037049871473
49,0.9758169202404232
50,0.7902959992134941
51,0.5869460832388887
52,0.8119419715624222
53,0.9671759375135416
54,0.17053603438784315
55,0.008818410596905468
56,0.6854788765205474
57,0.320735488606566
58,0.6220035341074959
59,0.5133406939459512
60,0.6865492216727604
61,0.8834414721602298
62,0.5675357371339542
63,0.3103636041808182
64,0.011020463609385245
65,0.8333254172857495
66,0.39617292003480564
67,0.9607376897258167
68,0.36112196541135466
69,0.44175008044841635
70,0.2850908792155429
71,0.7638320836505453
72,0.12052936553898663
73,0.6104704429670106
74,0.9049991129835586
75,0.5813221634328735
76,0.18581802656819668
77,0.6326376873315144
78,0.9329855759516278
79,0.5058458514335752
80,0.3728953000799734
81,0.27238090021075034
82,0.5751088603324706
83,0.506761032447223
84,0.7984665816684402
85,0.3093591391373992
86,0.23560930448761075
87,0.8151201692983492
88,0.27428545756495826
89,0.15268504881573408
90,0.060430467565864565
91,0.34610959342479697
92,0.5458832445479681
93,0.9928779184022462
94,0.3298132495248334
95,0.8995853352368766
96,0.15766907481235803
97,0.23101277746073134
98,0.5780445027031884
