w,y
0,0.21542356397404971
1,0.06029120246433939
2,0.5096582686976466
3,0.10211388025267099
4,0.6308386988474886
5,0.7113687745010612
6,0.6268182568305499
7,0.7957754054721236
8,0.8710421406980833
9,0.47375710281725036
10,0.8601037504835438
11,0.4823210330327038
12,0.8059347104735186
13,0.5021850257551826
14,0.6590795810863549
15,0.04208164931479952
16,0.8086864409351712
17,0.9900711819655085
18,0.3294674583967706
19,0.558243870240594
20,0.0798925695297199
21,0.9826479796813881
22,0.44634687036579157
23,0.4350264340845308
24,0.025101856763207975
25,0.42748672060159987
26,0.941044110514382
27,0.8942030974869408
28,0.9256160515407129
29,0.792410354951672
30,0.27592417997979934
31,0.7331810192422422
32,0.6551542259211709
33,0.9137880196693847
34,0.5871212091238655
35,0.6389769849472509
36,0.863921720776044
37,0.4774638766826652
38,0.7973129508683539
39,0.6698162222741664
40,0.8768179434268736
41,0.6800802135885188
42,0.47896546876281987
43,0.739711322581217
44,0.5339630398886517
45,0.17031221857322287
46,0.6830443192152432
47,0.07126200919874104
48,0.3394188440321323
49,0.32754074054917426
50,0.03900893517454862
51,0.6180488051228096
52,0.577924439095222
53,0.2997459242287491
54,0.17897697670114954
55,0.4003769007563531
56,0.5096623605154914
57,0.9929131746459027
58,0.9422662249830296
59,0.54675890271863
60,0.35951662662160755
61,0.3810006848559977
62,0.8760913872123759
63,0.5884085202429237
64,0.5799788672470977
65,0.08852511182140566
66,0.2640137384707325
67,0.2151493811253966
68,0.785804619576873
69,0.18708024992924865
70,0.28581200401287665
71,0.26852655306897855
72,0.8337169151915496
73,0.542611313577957
74,0.9407625658353896
75,0.22154087752130236
76,0.7518992777902391
77,0.8520249233285078
78,0.050888479461442926
79,0.7743091385313976
80,0.611716200728085
81,0.7157231224244088
82,0.0015558275504801156
83,0.4810856883915322
84,0.9780440358413274
85,0.7069073015302382
86,0.8738672356102211
87,0.5164644183649018
88,0.27479072858477216
89,0.4190056882926497
90,0.27662223626076066
91,0.787212093586293
92,0.2586278467859757
93,0.8993362585053357
94,0.49518458893209216
95,0.6010678825808593
96,0.8066542869375523
97,0.7101240422431923
98,0.5404167623986343
