x,z
0,0.6704752012403586
1,0.9698207948221019
2,0.5334177241105104
3,0.11312709529627252
4,0.26413038066984273
5,0.5179092212692057
6,0.8568886712633348
7,0.3834254220911981
8,0.09769460793234785
9,0.4557021962614507
10,0.13362778894538785
11,0.4085949620635716
12,0.35668008211608815
13,0.7927046042202184
14,0.8426569071175511
15,0.20505774946247946
16,0.8439251885249094
17,0.4295537046105591
18,0.5942684969646841
19,0.3111092622098245
20,0.13725296364217254
21,0.755388382221814
22,0.0568248967127053
23,0.14430746154521956
24,0.9689819758273085
25,0.48160481491761375
26,0.853044784761699
27,0.04222390722977032
28,0.7651860610308924
29,0.20677994370417174
30,0.018458497482610303
31,0.4837798886593878
32,0.44373280700989504
33,0.6264894151227475
34,0.10397243344353457
35,0.8604604455881154
36,0.6375127446529536
37,0.8769423986295967
38,0.8999894525865612
39,0.6950203749279151
40,0.4829048911206306
41,0.23280056538365212
42,0.06129109989737935
43,0.38986522619239905
44,0.9934061245971405
45,0.2672437120091433
46,0.6198944562699332
47,0.4281125251282364
48,0.8244856096305352
49,0.6262906343849898
50,0.48735463341582597
51,0.44740658234878905
52,0.9281075441280138
53,0.7695782350272239
54,0.5684918499833157
55,0.7598824965932522
56,0.19399884430408
57,0.3862474783083292
58,0.035279458818512244
59,0.7012439298029153
60,0.6796210701996206
61,0.7072805283076327
62,0.6426372836030786
63,0.6577403673591115
64,0.4419381006135281
65,0.6045780969226842
66,0.7071327646069854
67,0.7418993797921124
68,0.30145538521731174
69,0.19226181095777906
70,0.5150994563041477
71,0.8661900178138608
72,0.09263738571712277
73,0.6271312645856676
74,0.4784412400371766
75,0.39836367875479395
76,0.084694353854597
77,0.942901324805332
78,0.3143973533842741
79,0.6730388774193293
80,0.2928616233101843
81,0.046790011821792876
82,0.8898021070969652
83,0.3811673512948115
84,0.3426772742363643
85,0.457222925112326
86,0.14088020534928047
87,0.2623382510539741
88,0.3983973930056648
89,0.9678654329161939
90,0.6563771689214786
91,0.584448433363426
92,0.42157045237384105
93,0.18588888170712803
94,0.09483122048012227
95,0.611086329057698
96,0.6869254114747689
97,0.8113230453675844
98,0.5960517621946381
