count,left,right
1,4761.0,5123.133333333333
0,5123.133333333333,5485.266666666666
1,5485.266666666666,5847.4
7,5847.4,6209.533333333333
27,6209.533333333333,6571.666666666666
55,6571.666666666666,6933.8
103,6933.8,7295.933333333333
207,7295.933333333333,7658.066666666667
285,7658.066666666667,8020.2
458,8020.2,8382.333333333332
657,8382.333333333332,8744.466666666667
834,8744.466666666667,9106.6
956,9106.6,9468.733333333334
1108,9468.733333333334,9830.866666666667
606,9830.866666666667,10193.0
1112,10193.0,10555.133333333333
992,10555.133333333333,10917.266666666666
838,10917.266666666666,11279.4
376,11279.4,11641.533333333333
525,11641.533333333333,12003.666666666666
357,12003.666666666666,12365.8
122,12365.8,12727.933333333334
174,12727.933333333334,13090.066666666666
63,13090.066666666666,13452.2
73,13452.2,13814.333333333334
32,13814.333333333334,14176.466666666667
8,14176.466666666667,14538.6
18,14538.6,14900.733333333334
3,14900.733333333334,15262.866666666667
1,15262.866666666667,15625.0
