x,z
0,0.38638428601718466
1,0.08746786333846157
2,0.1793120543624651
3,0.7603411555239894
4,0.004214987572357387
5,0.20895330603666873
6,0.5874315830462665
7,0.6995040464449175
8,0.6239626880967735
9,0.9853750324749688
10,0.028325698961205292
11,0.39383861343129045
12,0.8707991600338971
13,0.9473239890077253
14,0.6282515302631037
15,0.8200369580051211
16,0.8703437147159632
17,0.5346600680921973
18,0.47914829465478204
19,0.6829994293261425
20,0.9055204653392961
21,0.05898631936377263
22,0.5693960554394704
23,0.3257062449214473
24,0.1622114711707786
25,0.30656186055489865
26,0.48459902624502404
27,0.7538478747083939
28,0.30628966816163083
29,0.7686230384201985
30,0.15076232933198008
31,0.6396239584584116
32,0.5457487329989209
33,0.6550267771922443
34,0.13148969348699968
35,0.7911921850085916
36,0.6490298042838595
37,0.17232597473971512
38,0.6363371495037357
39,0.8525675304932744
40,0.11427751950635545
41,0.02883182074175117
42,0.4492153574446147
43,0.9333436437375247
44,0.31414116286881233
45,0.7669130301081837
46,0.44374125709658363
47,0.4584277477986335
48,0.9768688749442771
49,0.31672808773349503
50,0.2166975411246349
51,0.7750511180882185
52,0.806826264622946
53,0.115780692339433
54,0.641266203104007
55,0.9576375541434456
56,0.39620325594061234
57,0.24513525719482598
58,0.8184602439857864
59,0.8106820455228159
60,0.8345558339893111
61,0.29582343300069713
62,0.988185262400331
63,0.28561309884006936
64,0.5839624357771865
65,0.09791872294959714
66,0.45062089629002
67,0.3996813067357461
68,0.2549570801548614
69,0.01995133697442808
70,0.4441194206700485
71,0.2732382603751189
72,0.8920346444916807
73,0.27778049477288747
74,0.22757687797103954
75,0.08633920059245193
76,0.25740591830690507
77,0.5797371356835946
78,0.3232398803388725
79,0.5964238327837226
80,0.38781377343912016
81,0.4787950420909778
82,0.9901691244901548
83,0.3558996509612725
84,0.3916034997000899
85,0.0027237003235802693
86,0.5190881926067107
87,0.9217726704602018
88,0.05187411742286019
89,0.4896215407636877
90,0.8661042266655211
91,0.15904025591852444
92,0.3064195238843316
93,0.06892369591901193
94,0.47579524561733266
95,0.2053821504281167
96,0.0863019524163876
97,0.8969234656708323
98,0.8834156901280559
