w,y
0,0.7671646917469299
1,0.3403770496807883
2,0.7550384770960745
3,0.2903737387003672
4,0.6632302017740042
5,0.5479795731089648
6,0.04110560989543599
7,0.7836582675542286
8,0.3796015737593028
9,0.6823972613674194
10,0.4417713824457872
11,0.2667044174562553
12,0.14057659315836502
13,0.8506764603051291
14,0.1919903735227294
15,0.9177659987576346
16,0.8933527477799973
17,0.01378188206026687
18,0.46736114692462316
19,0.7763399747052817
20,0.5150338896367884
21,0.5966950203632478
22,0.7335226921963892
23,0.8220133998068399
24,0.37696419620589516
25,0.37619648050067356
26,0.1239750310320814
27,0.8039710531168761
28,0.4203509706091566
29,0.9528818478948262
30,0.7996017395448219
31,0.3059359151650918
32,0.6598324716135291
33,0.6969675787920914
34,0.9589921290815191
35,0.19244654917299442
36,0.9505926294893997
37,0.04670182490529373
38,0.5407315290194433
39,0.14975929302242152
40,0.9298200203549433
41,0.433702612525492
42,0.6871479444891142
43,0.5082949248340627
44,0.2747530648189701
45,0.9113037118116423
46,0.7235740636589251
47,0.9134330211897519
48,0.8072497985239921
49,0.7699963023387493
50,0.7480037921846686
51,0.6975899305821126
52,0.5187645006557439
53,0.0383125837691799
54,0.9230927033110976
55,0.9988985230293259
56,0.2898105048570927
57,0.7880046632194737
58,0.21577214502332998
59,0.7704417808173966
60,0.9344319050371414
61,0.5891308024155268
62,0.6393172852867454
63,0.82887363309755
64,0.21290384826469844
65,0.29366798589420084
66,0.018529149110731225
67,0.002395005123999261
68,0.6248254197914777
69,0.5655283078944321
70,0.9207618824937308
71,0.25543416064589586
72,0.11996477967674002
73,0.22036400916283616
74,0.6738456111851425
75,0.3910144112615048
76,0.34566147794691293
77,0.49030395852044084
78,0.32652683188323395
79,0.5616744704378899
80,0.6872862772616556
81,0.7867724610590613
82,0.9978676457162293
83,0.35594006302326897
84,0.15220388673589047
85,0.39879859118828276
86,0.3091159098059605
87,0.6697274643447386
88,0.09787962215283352
89,0.8347323292566374
90,0.49487845622736737
91,0.9206930887979685
92,0.9112161877205556
93,0.1920417608560091
94,0.3500002647583653
95,0.418426049639812
96,0.008901761192674051
97,0.022872986448248755
98,0.3843720734226569
