w,y
0,0.07089242629903914
1,0.008490502218022833
2,0.03141430906802567
3,0.37337252193451
4,0.6528321453321677
5,0.08615520002522137
6,0.8605112284641662
7,0.8796034115865216
8,0.639003794645734
9,0.32200453594645495
10,0.5815893022249797
11,0.7620913821878557
12,0.20167631955192888
13,0.853660635592752
14,0.10156229098896574
15,0.6578357463945916
16,0.032329721785698706
17,0.8424876594200449
18,0.8480059904080525
19,0.8131649840534205
20,0.40147542162249306
21,0.8322558045474854
22,0.04607544649868145
23,0.005387533758172247
24,0.7955306525274912
25,0.9567785336366981
26,0.509197800873476
27,0.6770175630894081
28,0.06595790863302653
29,0.334322064793774
30,0.1780687344372267
31,0.2985974178260803
32,0.7885763088257631
33,0.5695942378897478
34,0.3583001576953775
35,0.6372712415123946
36,0.44989627387349074
37,0.2733772281633059
38,0.9791373475712293
39,0.1756473277195757
40,0.1525249362514941
41,0.9053766975876391
42,0.22398429029236278
43,0.39911898567298765
44,0.7631346382394403
45,0.04761772576344936
46,0.568045782626918
47,0.04969740510229803
48,0.8141820486549531
49,0.4237256622746459
50,0.5992156427645546
51,0.7305418156525159
52,0.014511393612474333
53,0.5936876977971337
54,0.9954103844046305
55,0.4377558901582317
56,0.9241697273644999
57,0.27419923664468826
58,0.6848682095364221
59,0.6946515910791013
60,0.205208120334874
61,0.661456325433359
62,0.5255033574091839
63,0.968564964113153
64,0.8729378628151748
65,0.966263552210888
66,0.80522617122951
67,0.9614404327658566
68,0.1410558407094722
69,0.610584934648977
70,0.4872097399921529
71,0.18278411640442305
72,0.7792485961158652
73,0.18017233655376974
74,0.40240394019356707
75,0.9372181713247839
76,0.38333040433799126
77,0.2796646457284543
78,0.5261684075937159
79,0.48875204208516143
80,0.595665042975193
81,0.894558079569455
82,0.06671593746612148
83,0.7000189643155047
84,0.10756749353419248
85,0.7287062101009663
86,0.34012838401327516
87,0.8871083767973444
88,0.22557571395710396
89,0.2565158889168826
90,0.3100272627430626
91,0.979258644445749
92,0.8899292308895866
93,0.9057631732799845
94,0.2295517284621914
95,0.32755661017598714
96,0.2962858252450118
97,0.8699611901930197
98,0.03911667598782642
