x,z
0,0.19839886019482156
1,0.8583182499502141
2,0.5688703756208715
3,0.17072735182921195
4,0.48289427771848736
5,0.5414496930073968
6,0.8572723667408426
7,0.7843988662152743
8,0.14785861109758947
9,0.19555804552166733
10,0.5619799014161129
11,0.7149086396339838
12,0.9556332139644786
13,0.48616328864600666
14,0.0983026553443398
15,0.09208906019251506
16,0.10385927075901746
17,0.8695983019244282
18,0.6616585401977255
19,0.719760331638622
20,0.9500155288098934
21,0.9236393164372965
22,0.29522680873740936
23,0.8087146203661261
24,0.35185131358089183
25,0.03903444190565197
26,0.7508187573302919
27,0.6347615055986883
28,0.2959866544966634
29,0.07608659183466515
30,0.220023052322731
31,0.47843259370725133
32,0.14808375242645844
33,0.509392795912904
34,0.001940285710966827
35,0.5750133666378741
36,0.4253775229945491
37,0.6590369584398738
38,0.5693292020442411
39,0.8318910282014084
40,0.4659850192051881
41,0.837978459796627
42,0.2967450877998904
43,0.754776859993127
44,0.7492971526502336
45,0.6330743664845631
46,0.3222583464233232
47,0.3651826808466542
48,0.9078879271465429
49,0.08111830972771283
50,0.6285992058005563
51,0.8886003801454987
52,0.6637603804402833
53,0.20147444717428842
54,0.45008234328973973
55,0.6461547273946723
56,0.02038024747735101
57,0.203330098425487
58,0.5384230112843246
59,0.892069231520239
60,0.04683161875413788
61,0.6982860899983107
62,0.6535640632188546
63,0.30510565404379186
64,0.5015619601055316
65,0.4179492161677937
66,0.8848909818483686
67,0.46420779931038136
68,0.3605658620852876
69,0.26138617620580207
70,0.05372000086540041
71,0.9169006342275353
72,0.0384905545625851
73,0.9787442120418433
74,0.49970225533092394
75,0.38356594404631317
76,0.7210285154607956
77,0.43503859557209723
78,0.011794223458240993
79,0.23153656325712846
80,0.7630954780604963
81,0.1920522491255776
82,0.5287033201411292
83,0.6000205412126713
84,0.5496749347111988
85,0.09648900512945024
86,0.5042248380621288
87,0.4601881508191138
88,0.5648431292672034
89,0.6689658647296953
90,0.5096438910616482
91,0.4543238061949284
92,0.6693711237510721
93,0.35112650913999266
94,0.7283848036876757
95,0.5737661323277937
96,0.7484336064149922
97,0.08710233604996531
98,0.48734735143310604
