x,y
0,17.39935257194935
1,3.9246625042945107
2,3.060712759905502
3,22.614656236824008
4,14.564876258148052
5,17.318999366064162
6,20.045620728904964
7,14.013125276972874
8,9.216730794235762
9,15.757675155605952
10,25.92048414594612
11,16.86771248179295
12,17.477461087397316
13,22.00177924806966
14,19.805076446358015
15,28.252611326872138
16,16.310676067684344
17,25.836940716990238
18,27.746343254454864
19,31.11881919276534
20,25.259329814498404
21,25.33809811741191
22,32.06941683026346
23,23.49458842694377
24,24.40022165605599
25,44.36284233401951
26,29.89559369308188
27,37.64889545624968
28,43.73749499966793
29,34.97757033456997
30,37.58326221058144
31,43.90847703972989
32,34.35557053774088
33,48.77456639164103
34,49.50791039142625
35,48.135393628357434
36,44.874605594314716
37,39.41705911588534
38,39.38251775281182
39,39.313482786484634
40,58.09922057712839
41,60.253186749746526
42,60.22977010855044
43,44.2584732468774
44,52.223906775075065
45,45.46872692276453
46,55.15271558683804
47,60.15793884058235
48,58.55616331349306
49,51.00233953864256
50,55.210611752422565
51,62.463669939791544
52,53.44108660840799
53,62.32598927458055
54,72.99189602124808
55,65.6004579786176
56,65.91878221606436
57,70.19711053535381
58,60.886345375034814
59,67.02168375397622
60,64.61862768306716
61,72.617991361249
62,71.59365657890034
63,71.33351338577597
64,67.4920694739197
65,81.49175751422021
66,75.06584517272958
67,70.52590991222272
68,76.20829771750306
69,75.84323644270367
70,70.86599051145035
71,88.7900754331875
72,73.38479238477467
73,89.97690166266037
74,87.83604341833075
75,85.9683407436581
76,95.29739862061663
77,94.5729900306074
78,84.0015421875017
79,92.37393469971286
80,85.31223303066979
81,81.47679987573801
82,88.80125245897283
83,99.53446105064201
84,84.00439951925594
85,98.81508153795392
86,87.01490354529453
87,96.35432608791004
88,100.77612142678049
89,102.07733455360083
90,109.17234079593405
91,98.25776073983712
92,98.75958112849257
93,108.92873707765119
94,106.76257766349033
95,108.06548803192214
96,109.8873943250112
97,110.7753400169979
98,112.22138844321478
