w,y
0,0.3231326473688385
1,0.9916318121781682
2,0.4332486112863496
3,0.3012372187053295
4,0.5050203990954779
5,0.38368141881727136
6,0.8629642910343044
7,0.7325053817866705
8,0.42081375518343445
9,0.5825491324895611
10,0.9705627869104846
11,0.630121263919959
12,0.526110433372084
13,0.48461276943633835
14,0.9344349077419283
15,0.8048260167494371
16,0.7219134288899679
17,0.3175111842822246
18,0.9916592991055271
19,0.5155962471530924
20,0.17351508848130714
21,0.9036238737355692
22,0.048690497101988583
23,0.8903487891162429
24,0.9261616967654603
25,0.3438129707382236
26,0.29117403150871335
27,0.021134410224512568
28,0.03395992537989856
29,0.4904765200684671
30,0.30866679509278394
31,0.281092494394921
32,0.6811814894759147
33,0.1619702611545566
34,0.9658601283948792
35,0.071570594784794
36,0.6940677679531106
37,0.03971220130114439
38,0.623973993571993
39,0.7751971777804307
40,0.9164319137290504
41,0.5847927397768518
42,0.34431084272557033
43,0.16432668168790243
44,0.1538002307980455
45,0.11267072038092363
46,0.39052790668736126
47,0.8941606726099129
48,0.7785311256339276
49,0.37254332206051877
50,0.687007026918122
51,0.9959804361530508
52,0.6322944899037851
53,0.5922359336493439
54,0.8877716620814916
55,0.4783098783649684
56,0.5624896514943146
57,0.9699655203199323
58,0.3637205769288847
59,0.2424598294944229
60,0.7856261607189664
61,0.02108962165312056
62,0.7255186929057581
63,0.5237883873042207
64,0.2833857078425216
65,0.020959403347003636
66,0.4653050247607702
67,0.9811439715273118
68,0.606029911781973
69,0.024255106780665336
70,0.9224488385637698
71,0.3743412231683275
72,0.7830136292108747
73,0.5866878903986837
74,0.056904761352647326
75,0.4931521938158627
76,0.5221084623375675
77,0.3667115553236526
78,0.44828833764998544
79,0.631178427700367
80,0.5160367840842016
81,0.24289448292830118
82,0.5296137198823142
83,0.43410226140877517
84,0.4695620615017181
85,0.44686030761975715
86,0.31170526023358514
87,0.39419829567666864
88,0.41017596087063246
89,0.4822136156667308
90,0.757615366519024
91,0.6116191265682834
92,0.9519688515292792
93,0.2766246283614643
94,0.5259514535258425
95,0.6978518675311457
96,0.44496480549976125
97,0.0972549613962963
98,0.01783444867768169
