x,z
0,0.8645128290942032
1,0.9474966986969148
2,0.6523127055458797
3,0.42996005117196934
4,0.023886782928337902
5,0.007180596970543518
6,0.8018005981720439
7,0.4726707108901027
8,0.5825073251293401
9,0.3445271391212973
10,0.6718973387298333
11,0.6662351884613008
12,0.08629712743201634
13,0.6973698389177297
14,0.3466208717572933
15,0.3261168068312633
16,0.6423977983034042
17,0.668766251167455
18,0.4958221955231541
19,0.19851650935850607
20,0.7561877352712272
21,0.8172644420001893
22,0.8725794472044524
23,0.4528709730045777
24,0.2761387724819183
25,0.13711996635837842
26,0.02934660556194646
27,0.6558083715728721
28,0.9234705591651872
29,0.02480793149606675
30,0.009601413354141441
31,0.4503472248064806
32,0.29469486888810825
33,0.49711874757020047
34,0.5109946224850567
35,0.7861941979689815
36,0.5425246596781458
37,0.25132287136677534
38,0.1615106913667862
39,0.32531660191880374
40,0.16425554554876165
41,0.1393339171225867
42,0.10190754331179974
43,0.08153613106045121
44,0.45661029636514094
45,0.7654957225545557
46,0.025711178649363675
47,0.44371050129250966
48,0.23216922087609415
49,0.2115638913256277
50,0.19229859979019548
51,0.47913982742872285
52,0.3348932061983053
53,0.3426474157705268
54,0.6991102387888057
55,0.8171550479630951
56,0.3408776733502973
57,0.75432187142731
58,0.4757909157773902
59,0.4724160770527519
60,0.5853596799789863
61,0.18382065413814763
62,0.04606637847443951
63,0.6832675050927428
64,0.3181323729519605
65,0.1271557548693899
66,0.09241999235200438
67,0.21257007199338984
68,0.3569043028637674
69,0.47921560553222964
70,0.25414201734398256
71,0.5867463989118464
72,0.08177374806775117
73,0.24533207756606745
74,0.39108209039156516
75,0.43334989765959875
76,0.9938710367648796
77,0.7605047243069384
78,0.7534426031396059
79,0.41828605448118517
80,0.34735458903312644
81,0.39641487777315443
82,0.11220948174211842
83,0.2808852126613206
84,0.5563293542908991
85,0.4365584591104704
86,0.9253234921986433
87,0.11834728500259695
88,0.17688904652088056
89,0.6562707781720727
90,0.04145422928582487
91,0.3806476234209184
92,0.26936637765969873
93,0.1571126237327467
94,0.2762457508079126
95,0.002815280776713114
96,0.8570083737852342
97,0.17403166102411616
98,0.43516131057144136
