x,z
0,0.5336704445279596
1,0.736957438212127
2,0.5045974615281923
3,0.3593056279410952
4,0.3497612483561985
5,0.5145851547289975
6,0.33428280142348976
7,0.12317329776972019
8,0.41314596619211474
9,0.8732406444926671
10,0.12159020445407931
11,0.17763307898343839
12,0.02297540265225173
13,0.2631926674720574
14,0.3249411636288664
15,0.7330468595182758
16,0.6754580599582878
17,0.010194878040719613
18,0.8336766398365811
19,0.08559996163103734
20,0.568701830311972
21,0.1561566025458515
22,0.29306484515203046
23,0.20065770189121335
24,0.18536498697598847
25,0.6616880984602875
26,0.8250657184809999
27,0.9877846836283831
28,0.15663841928759148
29,0.3559269344502757
30,0.25315927506345626
31,0.9052747521740385
32,0.2722132369783702
33,0.9379973189912574
34,0.9288018601832171
35,0.9041100800836246
36,0.06827149147304057
37,0.4096493045219691
38,0.6525835150328688
39,0.7495872617994653
40,0.8991699503685826
41,0.5500705496020277
42,0.984916400683848
43,0.4434200866909793
44,0.7783699853369977
45,0.43155815360668814
46,0.4490923988151583
47,0.8099475063706585
48,0.5602993968494147
49,0.5186838050963096
50,0.7438060953417346
51,0.3071465065448966
52,0.22721471431061568
53,0.5937804521083578
54,0.10274659539577657
55,0.776469693249682
56,0.1437652668282544
57,0.6080243556491437
58,0.3656199673035532
59,0.15509754063066228
60,0.1468436841642089
61,0.5700812960994616
62,0.15797152780716717
63,0.14001582478649766
64,0.2494393136594656
65,0.7532315052206008
66,0.8164354787472106
67,0.41539896603988014
68,0.554594769256872
69,0.8270826568038783
70,0.3415463962774493
71,0.33310013325648946
72,0.6991982594184
73,0.0014261423174365406
74,0.7120058568681873
75,0.8706196692484229
76,0.7772269320589927
77,0.9074865595874074
78,0.3523047071094848
79,0.28174326026495033
80,0.22818988224875603
81,0.7357603261994259
82,0.4098591732068916
83,0.10211221733961151
84,0.6189014869973017
85,0.0998338680083839
86,0.7683275186986476
87,0.07530735710225411
88,0.5953495199746682
89,0.20201807104426184
90,0.40053085152398926
91,0.12460022666427917
92,0.5363042428451377
93,0.139329956514202
94,0.7474104559101328
95,0.7113433160610505
96,0.6014483774058149
97,0.6072987923334177
98,0.29871074671415954
