x,y
0,1.2752820540736653
1,14.067190441768716
2,20.26883562808052
3,4.442242530114159
4,16.597952488853082
5,24.206750591512037
6,25.501378140891955
7,13.642905003143051
8,19.082675588604626
9,27.26749074825014
10,14.81287864112658
11,15.852045798804795
12,17.655070030636786
13,20.26831271703634
14,20.958702561322383
15,26.05986866518096
16,17.009146211196324
17,18.57444832683972
18,26.185966147742214
19,29.73390178167237
20,34.80441559810488
21,34.948937097627834
22,33.17375237963311
23,27.24512552871497
24,36.050902594532374
25,44.359052964665665
26,32.90884802023105
27,31.455361704110373
28,42.24858711410293
29,29.33565157191078
30,46.096731777927026
31,36.75022196035142
32,42.94545562161038
33,50.93731869297174
34,41.367700341811634
35,47.118324933522786
36,45.601012320414256
37,43.75010671178804
38,48.323180693807615
39,53.318894448184786
40,45.98973728616888
41,49.85754949796215
42,46.377422132110546
43,44.74626617573004
44,45.85165065283015
45,46.34455776840994
46,61.38493159093796
47,50.29121636685656
48,67.09479184624298
49,63.65269389188374
50,61.204160445689915
51,64.3154615560882
52,52.57707804919512
53,57.983246703050554
54,68.63310998565964
55,68.79705366921769
56,62.34266478149287
57,69.94841096132392
58,65.56269015793835
59,70.77082817429874
60,71.16058653681216
61,73.79980904328528
62,65.72879941881214
63,75.37944949524332
64,68.31111339131634
65,76.81747386246374
66,85.10427363506716
67,69.16701295604197
68,73.78791293672879
69,86.82133335960158
70,78.75699700081725
71,75.68857028032963
72,76.43176532944779
73,87.27113948974092
74,80.91061900294866
75,86.07534702953896
76,88.98423255460239
77,84.04969080126776
78,80.9794884148076
79,80.88682784019191
80,82.64734727292692
81,95.77810089993045
82,92.50957100322353
83,86.39729563872204
84,89.45803145060756
85,90.39077396048566
86,104.24225852208613
87,88.40581075955194
88,104.63361583259253
89,104.7016582216435
90,102.92815628065787
91,99.7250283147811
92,103.01749658535097
93,100.82224953964207
94,106.05307256417142
95,103.69564984363465
96,103.85160381327614
97,113.54572209905481
98,99.29860233802745
