x,y
0,0.07624953950074997
1,0.4941537068551193
2,0.31155033869452664
3,0.6428357640244373
4,0.8656173372261857
5,0.22835717143559287
6,0.4742685375103647
7,0.3724198275307352
8,0.9989178548769232
9,0.19020627150664282
10,0.5303276306913742
11,0.05400345992470257
12,0.1314064506328938
13,0.6322886736817741
14,0.6555870998242437
15,0.5678310433322036
16,0.5102902872447115
17,0.5286201047820445
18,0.47343345956658023
19,0.8424419488540323
20,0.8994477917052007
21,0.8895655932259435
22,0.7575173179522499
23,0.5862850361042262
24,0.7695719169546928
25,0.43112041273852963
26,0.5028956538186335
27,0.8195697938098678
28,0.1191241508014853
29,0.3548067840819481
30,0.7880954455672935
31,0.21114559926616372
32,0.6948064770172765
33,0.8430750242100736
34,0.45705960030859194
35,0.4019578917243579
36,0.43982904438410086
37,0.6299814163653228
38,0.4126317524082206
39,0.07963824053211788
40,0.7140712323534779
41,0.668046569328793
42,0.23218182286345668
43,0.5580431211511803
44,0.20230448783697663
45,0.47958247589828007
46,0.8911693898997005
47,0.01106376555109545
48,0.45496540537568164
49,0.25440765591819003
50,0.6118872445190273
51,0.3117874431765776
52,0.6905378669991495
53,0.13575392140744158
54,0.24232291794629313
55,0.636098433168625
56,0.8294233653603084
57,0.4223003045266841
58,0.11402142630128209
59,0.6040643207513793
60,0.7262491277387894
61,0.606652687439566
62,0.028027221418258308
63,0.7529617894100219
64,0.22088357928217728
65,0.26922084699049675
66,0.8744292877868776
67,0.562553192877814
68,0.9379995215187306
69,0.8513267695493069
70,0.40372850224628354
71,0.08623332081310231
72,0.7308450258602192
73,0.2425115865472076
74,0.8371910882517525
75,0.4809237123856912
76,0.2869532827402671
77,0.9343907810499295
78,0.3285483513141749
79,0.3740993694866711
80,0.6918418395163324
81,0.21704043183962551
82,0.770847255604815
83,0.05809068489743374
84,0.6813232001447413
85,0.5237799720118603
86,0.07995216138359273
87,0.9598114430720018
88,0.9038677891394898
89,0.566349705973748
90,0.8801433709069209
91,0.6983210228357659
92,0.7615317635334872
93,0.34486424136103133
94,0.46745326521948705
95,0.31313728002724783
96,0.30128166383069277
97,0.46555564844425656
98,0.03282624747160978
