count,left,right
1,5329.0,5680.566666666667
4,5680.566666666667,6032.133333333333
10,6032.133333333333,6383.700000000001
60,6383.700000000001,6735.266666666666
94,6735.266666666666,7086.833333333334
144,7086.833333333334,7438.400000000001
214,7438.400000000001,7789.966666666667
382,7789.966666666667,8141.533333333334
576,8141.533333333334,8493.1
720,8493.1,8844.666666666668
445,8844.666666666668,9196.233333333334
1011,9196.233333333334,9547.800000000001
1108,9547.800000000001,9899.366666666669
1122,9899.366666666669,10250.933333333334
533,10250.933333333334,10602.5
964,10602.5,10954.066666666668
807,10954.066666666668,11305.633333333335
364,11305.633333333335,11657.2
556,11657.2,12008.766666666666
359,12008.766666666666,12360.333333333334
136,12360.333333333334,12711.900000000001
186,12711.900000000001,13063.466666666667
72,13063.466666666667,13415.033333333335
66,13415.033333333335,13766.600000000002
14,13766.600000000002,14118.166666666668
35,14118.166666666668,14469.733333333335
9,14469.733333333335,14821.300000000001
6,14821.300000000001,15172.866666666669
0,15172.866666666669,15524.433333333334
1,15524.433333333334,15876.000000000002
