x,z
0,0.7444890663389355
1,0.4303343193569743
2,0.938414039299035
3,0.9539956613889926
4,0.050200586893114574
5,0.3923078168415006
6,0.9250909989308885
7,0.4801271430828633
8,0.1617013367945891
9,0.13253066216102605
10,0.46356669101454007
11,0.8738883602521915
12,0.9750045846300042
13,0.942767015013239
14,0.9254358360649401
15,0.4053208762333934
16,0.6107899060611863
17,0.06727290851419965
18,0.8370148788827071
19,0.8634941101977373
20,0.8813954246014618
21,0.6747460932173768
22,0.06286273694625832
23,0.07668283830861566
24,0.501390972475548
25,0.47315612157694076
26,0.2656734548356816
27,0.9638071729261543
28,0.11244128186297608
29,0.40754905002463004
30,0.49303520627601927
31,0.6846701571807161
32,0.6043011041938474
33,0.5498656349502045
34,0.48080782456053406
35,0.5785990625909582
36,0.5311675353213836
37,0.11500823130468785
38,0.4083788599841842
39,0.359416154172573
40,0.6462466962744856
41,0.5188355661558182
42,0.3928161190885917
43,0.4692352364379253
44,0.7072756356566241
45,0.5314614144262753
46,0.9669420346376765
47,0.5844009250629066
48,0.741872661954039
49,0.8731771685867976
50,0.15061362683092483
51,0.013957229911892743
52,0.9039719211741459
53,0.0505144197518711
54,0.49499912935408175
55,0.13435290583771098
56,0.9012316971157914
57,0.8364086910809849
58,0.6564003864065683
59,0.06366134007165614
60,0.728187528735024
61,0.5611207863326402
62,0.6391779251568073
63,0.4944124394842089
64,0.10105519245475303
65,0.299517613333957
66,0.8365933956783124
67,0.9762051883962338
68,0.5574706549442751
69,0.11550950109146862
70,0.3938919367178284
71,0.9675890642034379
72,0.6580871546904223
73,0.7558866506330931
74,0.21970462791528944
75,0.6612733040759656
76,0.10683251591010545
77,0.5734921172339841
78,0.17985937670008167
79,0.9275432785673893
80,0.8927623677933852
81,0.003614805910682306
82,0.6219460497268686
83,0.7178330514211372
84,0.7488280148854172
85,0.6176804970446099
86,0.3994896162822801
87,0.9237244518427412
88,0.32151011832410425
89,0.6347647359380869
90,0.991343003050438
91,0.9962121840426256
92,0.4501527119734693
93,0.784146596763923
94,0.1449187444299519
95,0.5958958063704624
96,0.8659644699808318
97,0.5810675680978158
98,0.7111371085846846
