w,y
0,0.6968633519853166
1,0.3226317960441385
2,0.09935186818085029
3,0.26296515104277884
4,0.30626940614261644
5,0.8884045144644191
6,0.46302574244997574
7,0.1531265445793314
8,0.9036774240801838
9,0.20082383758779876
10,0.05725108716920313
11,0.6367269221338197
12,0.9782065315313848
13,0.3501508329174513
14,0.9935693275709743
15,0.980302654680025
16,0.10945910443375495
17,0.39062778576752577
18,0.14162805320714833
19,0.3484119839562593
20,0.32214843691515116
21,0.3609540240018735
22,0.13462153028591273
23,0.2397587940073902
24,0.793415399947305
25,0.22038541469734196
26,0.5117977896832754
27,0.20644798811238751
28,0.10585741876180321
29,0.10856886797247778
30,0.6153729488534313
31,0.06770658628679105
32,0.25198895923480336
33,0.17023183462584768
34,0.8250124982044236
35,0.7405379302060847
36,0.7647977713610385
37,0.4251033238576096
38,0.33511101517058695
39,0.6271583543918875
40,0.6742565539454359
41,0.8089518059471598
42,0.9584206189692881
43,0.2226993350703863
44,0.4710949124978525
45,0.5633828962476528
46,0.37415004871309543
47,0.2365406002285888
48,0.8968319141566885
49,0.6100472525371048
50,0.8294756942823106
51,0.05677227245978311
52,0.17301467774983237
53,0.4091670748681696
54,0.5504766604138651
55,0.8296673268445446
56,0.23280415299503376
57,0.07279784147408086
58,0.02182615208693217
59,0.7746782574625077
60,0.6244938267128537
61,0.17999889629588905
62,0.8541417146285138
63,0.6103545287251705
64,0.019243272686301993
65,0.8240951439236222
66,0.1737172642330307
67,0.12771067800303404
68,0.674253091307131
69,0.9114692620463136
70,0.3414301355676569
71,0.014956971346242187
72,0.7778035327073651
73,0.6268321622896932
74,0.33593661242445816
75,0.011138274698819672
76,0.33402401063389
77,0.28167692083010454
78,0.32083981849872156
79,0.34610860829579404
80,0.13295649261617504
81,0.470629252501809
82,0.7563341899016285
83,0.21040275502577344
84,0.3954207260724234
85,0.5746656076459853
86,0.9129008352395298
87,0.6909478687940647
88,0.8823845325835299
89,0.17067762304398026
90,0.7979486133661052
91,0.20719210430937873
92,0.6149881226488292
93,0.8336193592660327
94,0.31586621659814496
95,0.9871090819678409
96,0.8640662544216781
97,0.15048192388231785
98,0.9477702826294947
