w,y
0,0.6252450380773401
1,0.7649293936623485
2,0.9227659198524322
3,0.9604576928481435
4,0.12099395835905424
5,0.37260448125499757
6,0.020347085557009037
7,0.5051784405064133
8,0.8023011256288746
9,0.07762804061903206
10,0.6134459280011546
11,0.4540898600383071
12,0.5710134216992698
13,0.5147766596799661
14,0.5725450143877027
15,0.2767970056561222
16,0.809748365412512
17,0.39872729387955075
18,0.450669587171072
19,0.9643837215644633
20,0.8590193840504812
21,5.267374402160296E-4
22,0.7119116838346353
23,0.9830536049065636
24,0.9075969146432646
25,0.8971065068324444
26,0.6263175239594337
27,0.0870741779357368
28,0.9266285692079957
29,0.33945499602053364
30,0.8859790704716565
31,0.13985908774990774
32,0.2907379219966567
33,0.4180660286575749
34,0.9629894909786958
35,0.0031546950490490833
36,0.898265774786596
37,0.4435410962564643
38,0.8519938287570361
39,0.37168160564429853
40,0.9280137534005676
41,0.6057303817828442
42,0.11838535563565611
43,0.15421317544551227
44,0.8512950580816993
45,0.026555184702673706
46,0.10776938048133211
47,0.6319569669851173
48,0.9557927413983431
49,0.7796627336610692
50,0.7631358529353255
51,0.16123709775316797
52,0.4316708577236821
53,0.31432127208899663
54,0.7432530468170997
55,0.6298587951862376
56,0.020579559129770608
57,0.9914722915078491
58,0.43911417448513024
59,0.22516906960048988
60,0.3346403030462195
61,0.11661365010030134
62,0.044839982462097416
63,0.3267099499427172
64,0.21519241310876958
65,0.9371953731980377
66,0.0552598421293613
67,0.4974942857370648
68,0.9200282499368468
69,0.561468129720552
70,0.4344648257267506
71,0.6153160794252197
72,0.5030385358240067
73,0.6512317457087533
74,0.22794603524701618
75,0.15914076097438934
76,0.48163590020982483
77,0.04268888972894169
78,0.5755024291767529
79,0.5455030838525792
80,0.7750188817686423
81,0.1576174685942775
82,0.9229216487795924
83,0.1959739563430669
84,0.9402845805224159
85,0.18133236841118816
86,0.7275090540681454
87,0.7091391421259604
88,0.9335936196841256
89,0.5044153197907149
90,0.10585918396675376
91,0.1091668692450184
92,0.9800356049298795
93,0.8519496650767004
94,0.6818349536014996
95,0.6479230596192892
96,0.6485394810864398
97,0.8570041380933124
98,0.3585400245279132
