count,left,right
6,5625.0,5966.7
10,5966.7,6308.4
24,6308.4,6650.1
54,6650.1,6991.8
96,6991.8,7333.5
220,7333.5,7675.2
298,7675.2,8016.9
459,8016.9,8358.6
681,8358.6,8700.3
840,8700.3,9042.0
479,9042.0,9383.7
1040,9383.7,9725.4
1117,9725.4,10067.099999999999
1067,10067.099999999999,10408.8
510,10408.8,10750.5
898,10750.5,11092.2
394,11092.2,11433.9
661,11433.9,11775.599999999999
465,11775.599999999999,12117.3
190,12117.3,12459.0
228,12459.0,12800.7
76,12800.7,13142.4
89,13142.4,13484.099999999999
32,13484.099999999999,13825.8
32,13825.8,14167.5
19,14167.5,14509.199999999999
6,14509.199999999999,14850.9
4,14850.9,15192.6
2,15192.6,15534.3
2,15534.3,15876.0
