w,y
0,0.7900894315409382
1,0.7104202169691438
2,0.42700338325743425
3,0.02969464926330112
4,0.3415807485553568
5,0.6289042767895902
6,0.1808592392997066
7,0.2887554604018725
8,0.7501424782840055
9,0.8272566763442121
10,0.612316147829902
11,0.19725194723071615
12,0.6063400148172721
13,0.4062608054552572
14,0.7812300302362455
15,0.4362000111330302
16,0.4838377400390026
17,0.25177538446653713
18,0.7211692298420062
19,0.1751939559473299
20,0.23480747593873252
21,0.23561483122967197
22,0.22328208326130194
23,0.016815934777116848
24,0.2781623486891701
25,0.2964088487058446
26,0.7645554061090978
27,0.7432197001176497
28,0.683014950213348
29,0.7929277963651128
30,0.5571792856299205
31,0.8105983096295145
32,0.3624535541499243
33,0.8553679200298534
34,0.16155326355014066
35,0.9483775418041176
36,0.36167590884451406
37,0.19934910334800537
38,0.22753992791160638
39,0.5373601559218881
40,0.0497151213196132
41,0.012884787486400762
42,0.7068917286241837
43,0.6646783602105935
44,0.005437570099688593
45,0.07834204923573229
46,0.31434732082418404
47,0.8832952108464183
48,0.5261881495530422
49,0.2494174006505151
50,0.1057144013041017
51,0.73992809604407
52,0.9814032156395244
53,0.7674119273073399
54,0.7883255398855121
55,0.0776504242679743
56,0.6837074902101686
57,0.6715966059505616
58,0.7825747657631987
59,0.9680605822216187
60,0.5564555935125167
61,0.735217509299107
62,0.11281198286890604
63,0.8827896053933567
64,0.6393751501739157
65,0.9416970778966229
66,0.9216936665999463
67,0.3752523910775636
68,0.39291299128685875
69,0.5048468719014926
70,0.7741575645060583
71,0.11092953518273307
72,0.8370817451307981
73,0.8324135918955603
74,0.9455102047328392
75,0.5581003590675603
76,0.7920490449758396
77,0.634039279977328
78,0.5726860769611155
79,0.030829535188140134
80,0.8754073979588883
81,0.5827235483125633
82,0.8885573598342522
83,0.062143660685607394
84,0.45500745744654414
85,0.5531338443086099
86,0.7562439950051173
87,0.27771600876985336
88,0.45643327267668643
89,0.48061737642002267
90,0.3736935902928301
91,0.0390110702389278
92,0.780643146453607
93,0.31152670358466283
94,0.3283715764116223
95,0.1297230273318818
96,0.0999950126375534
97,0.34847770554178925
98,0.1477215611111009
