x,y
0,0.11201443465936933
1,0.8101000357254503
2,0.7113539610793165
3,0.342201126284269
4,0.9344036546947675
5,0.4959804996830668
6,0.7879941545889676
7,0.1872987590269487
8,0.08446852244831804
9,0.4043661151153244
10,0.7154956333265154
11,0.3090694055821914
12,0.4988119731693008
13,0.911192115925612
14,0.25413718203943236
15,0.7097054142071365
16,0.09176809863486257
17,0.8407126585886697
18,0.40118948450744807
19,0.9886285489548975
20,0.8295184476549655
21,0.9231511064506573
22,0.4659189852120226
23,0.1650448452842751
24,0.27660241745406755
25,0.18233219345922713
26,0.5471156148862797
27,0.22694497703721372
28,0.11888046842109457
29,0.5700994614460138
30,0.6930822916881654
31,0.440637566587074
32,0.5078293063032513
33,0.4504537408082252
34,0.5679692551981581
35,0.06916208993658524
36,0.06811840170435857
37,0.7287310255169067
38,0.14853152577405482
39,0.1684347195136876
40,0.0637379719904213
41,0.5197714758634189
42,0.8318331368014977
43,0.5567386326898818
44,0.5275180025612124
45,0.2539134992894355
46,0.34711741107161564
47,0.8861786227223586
48,0.12469910255599825
49,0.03078013130234991
50,0.034007208100045316
51,0.9839765523633803
52,0.14328584518027987
53,0.8482075661249959
54,0.37439494714536536
55,0.2769933121016409
56,0.28223332939284274
57,0.05729835581947018
58,0.14682740364099545
59,0.16461965692443714
60,0.843088762736533
61,0.024464864787434704
62,0.20988542547280487
63,0.6631866954357458
64,0.5215293714346312
65,0.5174613632313528
66,0.7150041329394318
67,0.5093044940467817
68,0.24230862041995593
69,0.7747856087580012
70,0.49937444999228375
71,0.18004520534778545
72,0.3844432614137222
73,0.5664640770090521
74,0.5160122922929116
75,0.9646443352948524
76,0.30304357018274064
77,0.809117416577674
78,0.42077663488655004
79,0.30540259778819934
80,0.2700096704847562
81,0.4593358447415169
82,0.8550635932963392
83,0.11472772110201013
84,0.8278873716080262
85,0.47677651899037554
86,0.5380984308258704
87,0.6707636976947525
88,0.07949675356687091
89,0.6220284415091791
90,0.01419283995759213
91,0.9958129809792703
92,0.6205175623657804
93,0.7341725868916864
94,0.7880305495210527
95,0.3297646720361652
96,0.6630355689536785
97,0.919098086494334
98,0.6249890449815932
