x,y
0,0.08731030686803298
1,0.447826976931064
2,0.4018986010845804
3,0.38576196179547684
4,0.532431841578884
5,0.07481829340933321
6,0.5313658691377632
7,0.6051634048888102
8,0.9426765759523179
9,0.8839585729793807
10,0.45520422412278905
11,0.9831292380243994
12,0.19308537870370301
13,0.7951294960452945
14,0.029165082375058105
15,0.8992877543088721
16,0.8162113940994234
17,0.8403206514655247
18,0.26518539528765017
19,0.7784032640444564
20,0.7396336146535181
21,0.07448112363007431
22,0.6884752611365925
23,0.1661243183211608
24,0.09218525407439715
25,0.6121007061197316
26,0.7638850509878422
27,0.4350541928900715
28,0.8195286362386354
29,0.5714115210921064
30,0.1307185867829067
31,0.9992261937412951
32,0.1983400034457231
33,0.8145462567764691
34,0.06191621953321891
35,0.47463630803091883
36,0.5932512387735411
37,0.6346843860402339
38,0.6465399083506831
39,0.4393060815686455
40,0.9618278935676868
41,0.9601636697979692
42,0.6837497341580637
43,0.3184188354508296
44,0.6802461236153772
45,0.22072817865076189
46,0.17196966231138144
47,0.4483929015385052
48,0.23596334843482203
49,0.7525311552725442
50,0.5786976502599942
51,0.5583256993774205
52,0.21356086272555874
53,0.5062049557070916
54,0.7844232275125717
55,0.7480626726742509
56,0.7860691612116941
57,0.8662562802124155
58,0.7083737701152872
59,0.5392157241090691
60,0.6164694905542482
61,0.5902399682571142
62,0.14431783730331715
63,0.7287757154917262
64,0.6726981147108263
65,0.2326101884450631
66,0.2614124734404307
67,0.5845343708786392
68,0.9643624813423533
69,0.9308429488463131
70,0.558088666308571
71,0.3873507749195768
72,0.6205113536424096
73,0.10036908248966248
74,0.7962271453019633
75,0.4473682663314196
76,0.04518383057973174
77,0.41005270346323197
78,0.5883848189731691
79,0.4996078141139677
80,0.1110947060742814
81,0.39139459931907405
82,0.8625891985787308
83,0.8189339617339696
84,0.4816969614613693
85,0.1723360906174548
86,0.38722693419792853
87,0.4852104135075358
88,0.18799430427755404
89,0.12048405998204237
90,0.9028094518652001
91,0.9765317846105634
92,0.5288603315424032
93,0.6307724736955302
94,0.17790736415643538
95,0.6717391154890779
96,0.2122526651434754
97,0.899022247337815
98,0.48330252474382984
