x,z
0,0.9788105002848868
1,0.19184146711319516
2,0.30903178352261107
3,0.2978707643748648
4,0.3953177403960676
5,0.6052128289448344
6,0.984804863038046
7,0.31457363654339876
8,0.551800385794256
9,0.6636849833988138
10,0.2493000909550117
11,0.282418278739225
12,0.14445287308185806
13,0.7355776656249484
14,0.8386017409975374
15,0.9299009784922014
16,0.9195948953854403
17,0.9899467258393942
18,0.21428277193309286
19,0.5984032259786777
20,0.4448782593683708
21,0.10011657513598105
22,0.4146653891000326
23,0.2891177439057776
24,0.10503144285480925
25,0.3405811612354639
26,0.23372313766598585
27,0.8745380118301433
28,0.6584763351955435
29,0.4079928823084813
30,0.09374376361540715
31,0.18267103969194864
32,0.6022839604884334
33,0.46590335357929413
34,0.21713031682629746
35,0.28420466939379607
36,0.41031938627362696
37,0.23811586406462715
38,0.3482251104629305
39,0.591180099254273
40,0.4330580337634944
41,0.4569544643509894
42,0.32779982978879496
43,0.31029109118684517
44,0.8774393145797573
45,0.6104498197355233
46,0.280861933729465
47,0.38475142283966823
48,0.8212554811873324
49,0.7263873208555457
50,0.04268625428019812
51,0.3057427191690265
52,0.6589571762995495
53,0.8813587343313953
54,0.7184876468674309
55,0.07777472242139716
56,0.7243892712388034
57,0.2294029915973449
58,0.9489090914029147
59,0.18186076677804452
60,0.09085392148283922
61,0.6075180418679184
62,0.536507017398022
63,0.5962312238554609
64,0.7100303128518491
65,0.19427033959396667
66,0.577673302348718
67,0.8063782742559142
68,0.11866342668128249
69,0.27292428432147
70,0.13994201140876372
71,0.2645453314307725
72,0.9155670784611819
73,0.8819588742275958
74,0.8263855428088156
75,0.9433452128654767
76,0.09136912417706777
77,0.02353434467990201
78,0.2768139028017367
79,0.46901099148431546
80,0.07955966310520779
81,0.14441698429461347
82,0.7697475281434041
83,0.8168540063332603
84,0.08978569905005918
85,0.8040652359261352
86,0.60964302261356
87,0.7048240805766242
88,0.8829691268473846
89,0.8010261783254564
90,0.9106076382735472
91,0.6306365733592542
92,0.6527065690967615
93,0.5414857891450426
94,0.7208476317616462
95,0.9637520580412469
96,0.08854374636287832
97,0.10276301995456116
98,0.17135209850092237
