w,y
0,0.4850080209497697
1,0.6513997112768202
2,0.6653374651921304
3,0.31099250675919765
4,0.31995767327468394
5,0.8279196322544075
6,0.8635182968956883
7,0.9363215309502587
8,0.09867772449600642
9,0.45347968602251154
10,0.7778527476835565
11,0.762831688382792
12,0.930164055472479
13,0.7619129759231517
14,0.1864024344628218
15,0.25522941964969925
16,0.3141394991745641
17,0.6002708601723562
18,0.34172025756592816
19,0.4426041022418774
20,0.5477520010822399
21,0.21749470553153294
22,0.21891325953809104
23,0.943182583817376
24,0.13364359090058087
25,0.7052837522964606
26,0.8658601077233086
27,0.2314436268352693
28,0.07772573722519005
29,0.5070829534351803
30,0.2932358733049564
31,0.4917393636821401
32,0.2276928504516782
33,0.49412260548013986
34,0.5578170774195879
35,0.5637030788184942
36,0.22225080556639742
37,0.5966997414600655
38,0.5646101467309912
39,0.5521056830772539
40,0.19623229935154363
41,0.8743983699468275
42,0.6416668240536407
43,0.6474561415800585
44,0.1182168280794309
45,0.2107044312033598
46,0.12602046093068786
47,0.5835238309971231
48,0.5249678814875183
49,0.5254780165555537
50,0.039997061269049894
51,0.9440934234698292
52,0.4609452358453644
53,0.5130042520083874
54,0.434225983032578
55,0.22364622810475288
56,0.631346067752909
57,0.43385146708711786
58,0.1269945818788939
59,0.14529410388833097
60,0.1335732873127894
61,0.41552307518116227
62,0.37916234297265117
63,0.24417529553466688
64,0.6447251651661714
65,0.04989771408043764
66,0.5096694995297109
67,0.13565430134550516
68,0.6116456763684611
69,0.8147098153575336
70,0.578746206210117
71,0.20505054706132064
72,0.8152699307024588
73,0.991830678525719
74,0.04424798244590866
75,0.6792534652355415
76,0.6624448703807224
77,0.3068676201378452
78,0.7311139579647824
79,0.17046456587013425
80,0.6961004083449092
81,0.4726070561787641
82,0.5447646073095741
83,0.8184398881834282
84,0.10859141151010743
85,0.18308502773245938
86,0.10632564379480225
87,0.09998856231808129
88,0.49322662684406804
89,0.8755762016141627
90,0.8908857928814653
91,0.22311688657898787
92,0.6754455673184278
93,0.7545505741100149
94,0.5095655832797503
95,0.7780891813715374
96,0.22779996493410926
97,0.15465459135432613
98,0.49199538926407627
