w,y
0,0.6591237089326749
1,0.7481048718170773
2,0.24980859362905183
3,0.6757544718205557
4,0.07782415767382278
5,0.6468491301496253
6,0.48501867088159534
7,0.05364381162054788
8,0.9013133542044469
9,0.32394949525130257
10,0.4233862620515061
11,0.033675031824699
12,0.33068236570839216
13,0.21230399506568154
14,0.7414849055126254
15,0.630575789983351
16,0.3127607170815089
17,0.9642135260108169
18,0.5726609419816084
19,0.7035114392656749
20,0.4378656528789352
21,0.8902231854579363
22,0.4564741611798878
23,0.15285961388366265
24,0.7810602091926171
25,0.8497198940028319
26,0.21915053098194026
27,0.2643738852657015
28,0.5361942659353555
29,0.9076482951622569
30,0.5586372952107843
31,0.8183212491100161
32,0.304697315717937
33,0.9047138727986278
34,0.0736705734441424
35,0.4923102383084652
36,0.07003719045498014
37,0.32770085236831215
38,0.0983364198889326
39,0.9039096357211645
40,0.21395482007541733
41,0.5120396515602585
42,0.9819261614167514
43,0.3627902808616711
44,0.41202917308246056
45,0.2605169075365815
46,0.38845765947855804
47,0.032005666825515866
48,0.8838234953677542
49,0.4200283754447347
50,0.7810536022517381
51,0.734159343639776
52,0.2668077270602891
53,0.822533739734826
54,0.5034394741853369
55,0.08059069759304427
56,0.3334483636365422
57,0.26687880628936245
58,0.7741429252453458
59,0.9503423188785491
60,0.8773016262905226
61,0.8949098946649862
62,0.4685474015745136
63,0.6005564469024756
64,0.3566418959163994
65,0.39831189321765303
66,0.7797728247147552
67,0.8510794400497496
68,0.303101636934376
69,0.9818596819697968
70,0.7214266657388536
71,0.8534369954612679
72,0.07799539569669323
73,0.90428063593748
74,0.9635887466077236
75,0.9279750701578833
76,0.2904451631536341
77,0.7196834568487933
78,0.6779638698157036
79,0.8328445863389945
80,0.07911966311217289
81,0.05051626960057798
82,0.9089560066593692
83,0.614640699782815
84,0.5033459508813136
85,0.8372751935526086
86,0.4844890954858512
87,0.8828902223242879
88,0.4895463687346501
89,0.5306921167421564
90,0.6337185801380205
91,0.9492135087689084
92,0.1353999078273339
93,0.6188879977824022
94,0.2883494238877794
95,0.7768703413628611
96,0.6868214056503879
97,0.2149864406435279
98,0.5100953245344351
