x,z
0,0.09753150645995179
1,0.1717986380920472
2,0.16993940083944659
3,0.6088854772514896
4,0.3695009891698612
5,0.5003212091110828
6,0.3208253848662015
7,0.29474447640198154
8,0.47524679064506026
9,0.8210816080323532
10,0.03663749233364566
11,0.6408418839267797
12,0.18598036049213362
13,0.06332358811458372
14,0.18158747486137483
15,0.7260280123387347
16,0.4571581263793253
17,0.8861583256864127
18,0.9802088625780808
19,0.5722431245491205
20,0.5611614782909444
21,0.7078642593689088
22,0.039050595039919145
23,0.395506901583595
24,0.9120437068415685
25,0.09413191978826241
26,0.9565101639869988
27,0.2487661165034326
28,0.1921158450678342
29,0.546910069202157
30,0.5353631481747905
31,0.8506984453366087
32,0.05127600519812758
33,0.6544550908964127
34,0.6018039422293725
35,0.7666402717225889
36,0.21736941092105555
37,0.6383805781596167
38,0.8303200497506416
39,0.13612734867378895
40,0.32949939337051537
41,0.5649498728217949
42,0.7754803750920933
43,0.8261070331814567
44,0.18609226624997743
45,0.8755488969931192
46,0.5197255398040467
47,0.22970122097771717
48,0.3856520119927881
49,0.4352225419575878
50,0.9605062180054407
51,0.927469483562275
52,0.5305231429245842
53,0.998353217815942
54,0.7806233829127306
55,0.08144218800712477
56,0.2626133199651014
57,0.847004598606232
58,0.5723817373681163
59,0.7417636365714074
60,0.40491000517758324
61,0.3701503091079177
62,0.4191760737987634
63,0.21160570640750664
64,0.3937580553806509
65,0.5209513441706731
66,0.47738741491222836
67,0.23808256317681065
68,0.004248104608892467
69,0.41444199366096157
70,0.7469742823057844
71,0.07521773479474747
72,0.0946985354213773
73,0.8094293284824319
74,0.2709014799169973
75,0.39958452366200603
76,0.7260964899873791
77,0.8561061836234788
78,0.4615576262239961
79,0.6500617470945784
80,0.5484959450432447
81,0.28482364724116005
82,0.11656925529944007
83,0.6102165334373745
84,0.7887545027018131
85,0.16166342467863604
86,0.9569282217898281
87,0.9551465858076571
88,0.5226221769680222
89,0.44289665441092063
90,0.19710611199828776
91,0.04418443664701477
92,0.16907940500809815
93,0.8231104564597355
94,0.7398380332787864
95,0.4566866036301843
96,0.30595350610173033
97,0.7907290918995954
98,0.07751475690907184
