x,z
0,0.20319321112080257
1,0.28067102881782746
2,0.24833033810379046
3,0.2367100991951001
4,0.6750189530015908
5,0.24073070043689337
6,0.2803794395528888
7,0.8645551806844209
8,0.7904769718170507
9,0.06990362405861261
10,0.6385061444217327
11,0.6306146476255128
12,0.040945280830066766
13,0.1133802818173435
14,0.731831283748835
15,0.7182785528754376
16,0.7772143147101754
17,0.2671321032036865
18,0.564416826009567
19,0.014672049104227258
20,0.2863271678113304
21,0.1948410649152853
22,0.7901092640606177
23,0.7056466313048821
24,0.3810437522133362
25,0.6872214689009318
26,0.24248530104343968
27,0.018733172514422303
28,0.30701289711843516
29,0.7132027977659823
30,0.2747695271272954
31,0.5409668404746208
32,0.6838694146302094
33,0.8813880516561651
34,0.48385086994490234
35,0.1605649258645685
36,0.013856365734268294
37,0.3553971930295452
38,0.0380333060624255
39,0.9597581926501488
40,0.015204550222556956
41,0.7481506527928711
42,0.8799131966624382
43,0.3206475433489261
44,0.6673853257446809
45,0.15784297019440585
46,0.5337843085879583
47,0.0967772685450744
48,0.3914846147704266
49,0.3023022797875169
50,0.11122848101561067
51,0.9501870947551392
52,0.2313293924200276
53,0.6586265680334609
54,0.3790587831912857
55,0.8570251990500302
56,0.2496305892699251
57,0.6214326530176894
58,0.4305386777449316
59,0.3443747084896851
60,0.6082891003426301
61,0.9557496767882536
62,0.5838094933402168
63,0.23676685801734776
64,0.9631442559235558
65,0.2395335591330684
66,0.6207155306066694
67,0.5629235412812225
68,0.8708275160803854
69,0.5659749518981135
70,0.3747248484171041
71,0.8015934500358016
72,0.8790161977279303
73,0.5072177739788633
74,0.9784002548039527
75,0.8299148442715643
76,0.851265308684425
77,0.2288011556071674
78,0.7888845629679238
79,0.7785599043724358
80,0.863728333770235
81,0.6880830863893395
82,0.12412025611377986
83,0.49498440442348246
84,0.7034606598511725
85,0.0500988125946592
86,0.4630328470583739
87,0.46942811745474455
88,0.596631688483034
89,0.8107527194757715
90,0.6896642638936731
91,0.8878804948882288
92,0.29985542911676966
93,0.6299379761387823
94,0.2942506408938267
95,0.9420474625208034
96,0.09898106540776053
97,0.546122913316645
98,0.1834969310514598
