x,z
0,0.7479259648478689
1,0.8973007275586454
2,0.2418186537016811
3,0.6049149500379294
4,0.6494185525903419
5,0.9798018236078574
6,0.4497154102207064
7,0.9398337282583527
8,0.8186410914320834
9,0.1303327117530816
10,0.8403661150197217
11,0.5901565024217678
12,0.4837141077476582
13,0.9252575560936066
14,0.21336586982277828
15,0.165755329972186
16,0.8822778724650248
17,0.5278991827386104
18,0.3766487351601868
19,0.6853449504892565
20,0.30021628184440663
21,0.32511577083315324
22,0.5611638090852026
23,0.1257893791253829
24,0.9110904152371563
25,0.45529335513170455
26,0.45811469990328346
27,0.10276847282119517
28,0.6901161057374613
29,0.9959726644298683
30,0.18238178071771416
31,0.8284649644816322
32,0.5876524160405912
33,0.7482752191837289
34,0.7050042261084157
35,0.11400271774499604
36,0.9645510908113641
37,0.880487492834406
38,0.9431072228251264
39,0.4626871160355557
40,0.01534932362603969
41,0.17460896715425112
42,0.7474168159281024
43,0.2346690261926072
44,0.5351717513529184
45,0.25736352582970856
46,0.48551323685459935
47,0.4544738793537948
48,0.9223396255597816
49,0.9911203144993244
50,0.7832309656488039
51,0.07990793930414586
52,0.7510682168831248
53,0.15036464476032518
54,0.2571221432175781
55,0.4541741106324285
56,0.5972668348987531
57,0.6158051913130089
58,0.747656842075052
59,0.22259937773986926
60,0.05533760475636562
61,0.5808989266965127
62,0.6458428062025934
63,0.2111976495168968
64,0.04500296856559116
65,0.6845208659531832
66,0.3952036351914541
67,0.6363603916500798
68,0.5745740936607344
69,0.5587002192221626
70,0.14656339407266383
71,0.5432889046071218
72,0.10070525130391816
73,0.01179096883933306
74,0.8448428078241214
75,0.555352352553329
76,0.5045624651869617
77,0.9551391756968928
78,0.7350802157862023
79,0.8573750691097441
80,0.49046684404628815
81,0.22525536659465795
82,0.3891481985274555
83,0.8329282253021963
84,0.9054564804051296
85,0.6536950308528318
86,0.8751445759066484
87,0.9290203219351336
88,0.07684317411288755
89,0.09329640667424888
90,0.6181945783974501
91,0.13115150081436544
92,0.7697233578055281
93,0.6221190128817264
94,0.8344082816891489
95,0.8975174030644446
96,0.7775350609541806
97,0.8153726987185128
98,0.15899569999382968
