x,y
0,0.2883451978212357
1,0.5937299145375888
2,0.041079367272642275
3,0.6208024681327491
4,0.629630134831675
5,0.5707879189084218
6,0.8671475373127076
7,0.45580692307609694
8,0.8497838035173895
9,0.15474633792220216
10,0.21195288151343605
11,0.8654626447086379
12,0.7308666930640102
13,0.8479201234480999
14,0.4909468890562101
15,0.20508928720040098
16,0.39795467308595156
17,0.13024312292563
18,0.8624231663036294
19,0.314902827126733
20,0.332104071775161
21,0.4487939071390251
22,0.2516581938330088
23,0.29260189475267917
24,0.2508598889930448
25,0.21000443283970927
26,0.5244099718258962
27,0.3044800642058765
28,0.6594386486723444
29,0.11894224951244159
30,0.6114405079712837
31,0.8756456255368161
32,0.22434909727378116
33,0.3165024375214194
34,0.06248652946046096
35,0.6595020673220362
36,0.3760982469627493
37,0.028040719761599497
38,0.5911103530941891
39,0.9024616788413565
40,0.7087616302045731
41,0.8559246529113838
42,0.6611201657379616
43,0.691935985116943
44,0.8115805751513449
45,0.42367501549961706
46,0.060757794784452646
47,0.6039659541123439
48,0.14138150717236453
49,0.8108146917799974
50,0.7126089129432517
51,0.5514263993915762
52,0.424495174954156
53,0.10523794988431201
54,0.6751988763379279
55,0.47455830298582047
56,0.8629867384219754
57,0.44385815073390233
58,0.40649525141001075
59,0.012653657200932589
60,0.11239025916735956
61,0.1124871073658883
62,0.8800457382237147
63,0.44903773975674743
64,0.5967740024601667
65,0.6323449152059853
66,0.0712379583585494
67,0.03106364299064135
68,0.23184573565087563
69,0.273294287730525
70,0.6641757128902612
71,0.23265473088871347
72,0.037940188852846
73,0.10283863143556105
74,0.5689236229997734
75,0.6490005155737938
76,0.4421134192871956
77,0.5051183088730415
78,0.9843805392705435
79,0.9913321051266064
80,0.2922018399411216
81,0.08558536476939527
82,0.293799003923369
83,0.08427353614029176
84,0.7355861676583768
85,0.01473184838742947
86,0.03797706858212868
87,0.8590855781567471
88,0.151533960860877
89,0.1581919474210689
90,0.575405244600791
91,0.08318911721631006
92,0.26837645801420795
93,0.7907343786961651
94,0.8091605089176661
95,0.9696752173098216
96,0.44540903022590217
97,0.29810574444669746
98,0.5370956669134985
