x,z
0,0.01497529105525841
1,0.3926556081249314
2,0.09725046882640731
3,0.3029127602601859
4,0.8025972893145376
5,0.9518188216306654
6,0.3926193555280795
7,0.29607969176378934
8,0.7045964675224574
9,0.315207463497305
10,0.8277827046070637
11,0.40618994083531623
12,0.25504619406915174
13,0.032997283676927225
14,0.39447663639762565
15,0.6583454117373149
16,0.013471027451443573
17,0.1994180345792519
18,0.2519762201270275
19,0.25436563378590316
20,0.47439718707500156
21,0.8425421702937376
22,0.451685105861634
23,0.0419323112302773
24,0.2749273640037434
25,0.5485068947133792
26,0.4261344523151851
27,0.13389267290416607
28,0.5757363882421105
29,0.25245074503742204
30,0.7725725420445083
31,0.6124446616513824
32,0.6520172762968083
33,0.5473916889266338
34,0.35058525408683927
35,0.1249970560867667
36,0.7982902313694318
37,0.4374687756899761
38,0.6086946331792257
39,0.7068181247640295
40,0.6246194688185303
41,0.19341490638836312
42,0.3566408812567067
43,0.35015674943452735
44,0.701665975330328
45,0.8558232911730749
46,0.90806102376036
47,0.6803398515749313
48,0.2981372149528062
49,0.9757157323180468
50,0.6325351213872739
51,0.5964209942601743
52,0.6465768770398392
53,0.3821162035939992
54,0.4764787735261552
55,0.8872746020577664
56,0.7720716279237909
57,0.12277814185658464
58,0.9391185990295396
59,0.6436010718330558
60,0.42333366508912396
61,0.23690976608491654
62,0.32279490633925945
63,0.7521280808220395
64,0.05675146465113046
65,0.6876865064484448
66,0.8160938617825938
67,0.8803639314499141
68,0.1413832712043287
69,0.607535168647787
70,0.11381911881340756
71,0.1385787024637758
72,0.27650116659413804
73,0.9906200168095888
74,0.8295708867482914
75,0.040259927233304516
76,0.7431762423484345
77,0.10465554814013511
78,0.9147077520609542
79,0.47310903386229053
80,0.14752793641733242
81,0.18811706636860903
82,0.6617250811940464
83,0.1397158382787428
84,0.7556439619866877
85,0.4491145432506036
86,0.6405907893125441
87,0.33036823891836953
88,0.968809383191949
89,0.988640981212381
90,0.09333824563665316
91,0.9500245889155267
92,0.1425669766742952
93,0.03360199097449834
94,0.8952223494844685
95,0.4372968102510032
96,0.6142629298466141
97,0.7839781584672778
98,0.18000423788403164
