w,y
0,0.6228918424514985
1,0.9637318684636397
2,0.4688567568834441
3,0.7699373102991264
4,0.661081847472359
5,0.6193993877652556
6,0.7824645257112329
7,0.6382608466300765
8,0.5524236974946877
9,0.009850133721890475
10,0.15647225352618954
11,0.7053050751036827
12,0.450245695852151
13,0.8585131351602454
14,0.2357782154039998
15,0.39928385960471136
16,0.19531830257839566
17,0.2482023521060127
18,0.6740437395081814
19,0.5469200357919813
20,0.37161550326291815
21,0.16297754425009625
22,0.6306726075559526
23,0.761008092848984
24,0.5983101415811295
25,0.5928457970364095
26,0.23762096950844158
27,0.4262939103427992
28,0.33696385535006224
29,0.6328523998659742
30,0.11431533827195872
31,0.8934435443125825
32,0.255568755097096
33,0.5911183142819845
34,0.7247765654125898
35,0.15200526665774405
36,0.11004186112629488
37,0.10963858704991991
38,0.7431180569193148
39,0.8206524010734064
40,0.17897030687251958
41,0.6971645551939938
42,0.6219067943953938
43,0.7666272088498007
44,0.5188488813376334
45,0.8752498601860252
46,0.24244577309764492
47,0.046188576045439245
48,0.6947484165353675
49,0.34654858039567615
50,0.866857341763222
51,0.14399938922739097
52,0.185297389830115
53,0.20871153567182277
54,0.6089166036056799
55,0.681772321372618
56,0.36105571729294483
57,0.2577341347429486
58,0.29390482290645015
59,0.8651252826421096
60,0.7918039814195039
61,0.8513677386333675
62,0.8873229487396727
63,0.9424807825336994
64,0.6509672880727316
65,0.6362138235909404
66,0.638125512594058
67,0.8609763937504857
68,0.15433803522987322
69,0.6813779140407862
70,0.7042056972276238
71,0.12173598675718311
72,0.29545718781292507
73,0.20706863274268406
74,0.30618265435865843
75,0.5604844456166401
76,0.6214589948492727
77,0.14828438918996667
78,0.39011231777072175
79,0.4093714799485819
80,0.430879442543734
81,0.25173862723396456
82,0.37056338861993865
83,0.5320026316103216
84,0.5688738115212675
85,0.2684318096658711
86,0.7725704886502331
87,0.16605875555181127
88,0.9454846459106672
89,0.07478653210096753
90,0.4942966697453365
91,0.8565176272277044
92,0.009045593676944574
93,0.2320199600816638
94,0.9718080563160243
95,0.5173748162068554
96,0.6695034865279547
97,0.5764350973399501
98,0.7431832777511574
