x,y
0,0.8686651484722482
1,0.5281909415528454
2,0.4700083663492294
3,0.8085724761297035
4,0.39278391466856444
5,0.29852126684498836
6,0.6068017380820608
7,0.2557573523331623
8,0.1849510892203261
9,0.5571656358588835
10,0.3232093235704112
11,0.9112761179627319
12,0.9110993572553673
13,0.7344082320251489
14,0.23529335380951655
15,0.08093333602852892
16,0.8776873615250151
17,0.5570700596240572
18,0.19634713242941815
19,0.8050545920134091
20,0.8253213263598261
21,0.9878101934319795
22,0.9726297712296814
23,0.6288793430706763
24,0.46308136960663093
25,0.14201693040135988
26,0.19540406213513395
27,0.7212250765057794
28,0.1460485402756082
29,0.8350287781179666
30,0.14265302851545703
31,0.08644847663845467
32,0.1893494149150069
33,0.4485589874872984
34,0.19779545311454227
35,0.9789870997819632
36,0.059105352494460695
37,0.7475794972251086
38,0.2829165372902046
39,0.4002726681921158
40,0.08399318621096696
41,0.12755323846246536
42,0.17047446738879235
43,0.7345652306864171
44,0.39069557551798684
45,0.5267866464376556
46,0.3401398204884605
47,0.16326493792231989
48,0.48233842950425554
49,0.8998068087251156
50,0.9663693041955035
51,0.4865162063438313
52,0.25108388603756393
53,0.7150505864953669
54,0.6975111546931397
55,0.37642677699369553
56,0.244367175497326
57,0.41378597888641877
58,0.11868434884500023
59,0.8879819415696266
60,0.6888364741165145
61,0.14706863287073624
62,0.1783697656135007
63,0.2617421125857258
64,0.11687456318297074
65,0.39366928336561546
66,0.40259607087236493
67,0.6666696592610505
68,0.43765203648980233
69,0.2542908172412466
70,0.42079860324465823
71,0.5519387989183767
72,0.947981659596934
73,0.31602620289968575
74,0.1838754598479635
75,0.7033401166212587
76,0.08781417311833317
77,0.9858917722118464
78,0.2676589951956274
79,0.9328990580123395
80,0.711035545341491
81,0.10340255527375375
82,0.8239678521612364
83,0.5695856210497963
84,0.26429689061016226
85,0.4595399646658074
86,0.06659846549700954
87,0.5645002082520744
88,0.5449277306050072
89,0.57309388601884
90,0.6610614826549923
91,0.07567862428735028
92,0.6435539512707221
93,0.7052454770450891
94,0.024562965221236355
95,0.8556666351149481
96,0.267862387360297
97,0.6293880453395734
98,0.3366761881197039
