x,z
0,0.6679234709961572
1,0.6906530634925632
2,0.5384695212969665
3,0.04549435928422141
4,0.811049373260247
5,0.4827068319290917
6,0.4280426546077398
7,0.9360829256018753
8,0.6055720481520014
9,0.5541145258990785
10,0.8012730760541794
11,0.36679577662319596
12,0.6006771949044468
13,0.5261751917310605
14,0.865391517137914
15,0.20282583433348633
16,0.6204315667021125
17,0.7950351002481439
18,0.5591461322643962
19,0.9886092907926884
20,0.15454236234911112
21,0.34293190724787737
22,0.45598857107484103
23,0.3766334088155381
24,0.0688693057731784
25,0.6903661274197412
26,0.23855419162056035
27,0.05430377078127169
28,0.6438986307677241
29,0.8667939216839249
30,0.5324301584067586
31,0.17390601883086243
32,0.3605210651497608
33,0.9463804719161466
34,0.6264643539183838
35,0.4127681843719899
36,0.16983854360917439
37,0.5205486553827858
38,0.752374270587205
39,0.5690491580650096
40,0.20735751700225602
41,0.46050278260558053
42,0.14817452624878003
43,0.03315021998112411
44,0.04180913090333793
45,0.460602899689206
46,0.08794802697691062
47,0.5655657653897661
48,0.5849697675935415
49,0.14740989554697181
50,0.42474457039883995
51,0.5590604032559087
52,0.7312377249980196
53,0.9894174970133884
54,0.963897965884954
55,0.36637974509714843
56,0.6443554679638192
57,0.8489324072992708
58,0.16081086995321903
59,0.3342724844462164
60,0.36354860874064243
61,0.7802587032532474
62,0.2202641398253794
63,0.9004214192580472
64,0.062486607702204156
65,0.5972888382742259
66,0.6635654148829011
67,0.48195200877877165
68,0.861852287726969
69,0.8087978477112775
70,0.8253594722667524
71,0.9125066325816342
72,0.5699403531563141
73,0.7511835411959308
74,0.5436806243428872
75,0.8694436744855526
76,0.1055881537843083
77,0.13609034312386215
78,0.5148354345460768
79,0.07354042921422344
80,0.6438740269355024
81,0.7742996475661877
82,0.39896137054422354
83,0.04064924915391144
84,0.7174022493551051
85,0.9374653703670338
86,0.7826155672797738
87,0.8180768355891785
88,0.6046257316200238
89,0.6757181997484106
90,0.5315050295411446
91,0.44802685021575117
92,0.34154086269546313
93,0.4218573873140551
94,0.8994776888763086
95,0.8662657358217878
96,0.6042214984649359
97,0.38179490313014575
98,0.9991514613830029
