w,y
0,0.9053656996734244
1,0.0976980334470996
2,0.6059409150573685
3,0.4826865787806619
4,0.09952156195520312
5,0.9496943211333653
6,0.7775237472467328
7,0.2920491291533792
8,0.7160326935218572
9,0.6110890027174548
10,0.8422877797322397
11,0.4189502459760944
12,0.9564359713759083
13,0.24984580877591955
14,0.8489471079378036
15,0.9295162742570336
16,0.9169767198336112
17,0.7580848174670326
18,0.9706695789121579
19,0.6041197618466518
20,0.8768683054644575
21,0.9015634864122856
22,0.30999382775870465
23,0.9787049409107245
24,0.8681957431720337
25,0.05006486347507699
26,0.8205494662115679
27,0.6665593063928619
28,0.6345492701501844
29,0.8733665053887283
30,0.5019830415314669
31,0.7734278704506818
32,0.3481693675583053
33,0.47047239262274043
34,0.24031251794488684
35,0.37999985782478274
36,0.8743302929397658
37,0.889047208672723
38,0.5380038900718708
39,0.13317992554758495
40,0.9468840398963934
41,0.887500836656046
42,0.9063828830073947
43,0.9611894231744922
44,0.3503321064341679
45,0.09392799937252394
46,0.8775661777232273
47,0.8074253130322411
48,0.09148800817010483
49,0.42411661107957677
50,0.43391582739885115
51,0.06413772172962362
52,0.587738461586681
53,0.7350953120765398
54,0.15009158308960102
55,0.07936981681769661
56,0.09910664372051059
57,0.21119953118224832
58,0.49609582007124153
59,0.7092361536479803
60,0.987766177919413
61,0.9063919151846461
62,0.5592762287858164
63,0.3924990390532317
64,0.9013498731255616
65,0.19958223414270837
66,0.9090715720887633
67,0.6355346646989336
68,0.6453425628269681
69,0.6589486122160773
70,0.45035626911306437
71,0.11316405370233196
72,0.33504257485933064
73,0.95676975156746
74,0.889559823981969
75,0.8144564661515085
76,0.399021757361965
77,0.028036965146795767
78,0.8723074579396424
79,0.7924956420434425
80,0.1437094552847007
81,0.6241203805400939
82,0.9421485921185001
83,0.11323218350195818
84,0.8826708841689298
85,0.7770239065953107
86,0.21701006512300014
87,0.5409284174280501
88,0.08434562423538283
89,0.4602693924154957
90,0.08333151251013582
91,0.3463342365985391
92,0.5984578008303802
93,0.9092096627441631
94,0.26741039432527014
95,0.3786160907512852
96,0.7840039749591522
97,0.6465766901845136
98,0.3593044175616861
