x,z
0,0.9712199032069302
1,0.23176985940584538
2,0.2233555380769251
3,0.280180421151459
4,0.9847630994574584
5,0.14295166232458434
6,0.6180815196593933
7,0.5439363281378448
8,0.7272236623203857
9,0.1724443689673849
10,0.45792176169398413
11,0.6976356159265422
12,0.2120151641096676
13,0.8744657140206452
14,0.5690412910721734
15,0.08183635778237408
16,0.7520453577134134
17,0.6721041065741606
18,0.5816596364233314
19,0.5279346771875962
20,0.7258037101176417
21,0.9178533373060815
22,0.1923298143128812
23,0.7690509939524272
24,0.5272150915321941
25,0.691509909595535
26,0.4982434714281859
27,0.8008802147459385
28,0.16840674346108764
29,0.6114650373912344
30,0.02749426299048363
31,0.9709780731187725
32,0.16566785155785235
33,0.3543675798388981
34,0.5784890297590571
35,0.44702736676441035
36,0.4062639636007779
37,0.153330302757947
38,0.8772042246439999
39,0.24294728929348752
40,0.6674017766867618
41,0.2762969196287979
42,0.3627432308082842
43,0.16627985234417142
44,0.3385218912525464
45,0.3738825768002071
46,0.11965726080572792
47,0.8911074850606403
48,0.6842305259859333
49,0.6299457495468695
50,0.08975102357093112
51,0.8578263547248439
52,0.6775638209245249
53,0.8483451458194484
54,0.2166021322819388
55,0.8544199848624214
56,0.03191103071834944
57,0.9657801597534187
58,0.10278028635513592
59,0.9434485475548235
60,0.5648059241786169
61,0.9933087650243363
62,0.09276111340090909
63,0.864789016639292
64,0.4379282998886008
65,0.05808241444957318
66,0.43378656598461773
67,0.16623190159993428
68,0.13504071409320628
69,0.04203235454963028
70,0.31243218195351663
71,0.09236077828748002
72,0.2632178359973695
73,0.2956873814212463
74,0.11639848978469569
75,0.6967106066989902
76,0.3926090702282299
77,0.04299828004794348
78,0.22905294816052224
79,0.7330219938667152
80,0.186107622127758
81,0.3869893160057615
82,0.02850517910678796
83,0.6284777686861804
84,0.01268223573528704
85,0.2762531251858984
86,0.5335071019411857
87,0.24512964268140447
88,0.08676040841536503
89,0.39874956594857436
90,0.3152270862786105
91,0.19529226824290435
92,0.9309348294517209
93,0.7320654780490788
94,0.8769547277272752
95,0.19250268381639668
96,0.6203977002315582
97,0.39823704884268474
98,0.693051263360077
