x,y
0,0.985105971954427
1,0.09265211622869385
2,0.2629308465574649
3,0.38302574704686354
4,0.4255998335500726
5,0.4063084216425713
6,0.11430744873032461
7,0.2903501261166448
8,0.9119677783864614
9,0.4987489822462534
10,0.9435216436162401
11,0.8821028328853708
12,0.8658134131494721
13,0.1506651004590055
14,0.8684048863654491
15,0.21330644071321458
16,0.8483695621602245
17,0.3930718667290011
18,0.6804000616585643
19,0.3707061227612862
20,0.9911594887763455
21,0.15730730921767389
22,0.5295357202125327
23,0.866892797007555
24,0.7712599335609993
25,0.288378436516569
26,0.9292981337413145
27,0.5616677577383172
28,0.8857128198415446
29,0.789726962250318
30,0.4946394781029778
31,0.3913192642956894
32,0.21107824765569683
33,0.9692448344669394
34,0.5109309325384609
35,0.5663639070431739
36,0.2218161993492671
37,0.3643777909144217
38,0.7724901478109836
39,0.18443873599715677
40,0.7851305090247549
41,0.9384129060633762
42,0.12638215089261762
43,0.39741252493799006
44,0.9501028849934665
45,0.06055394899546562
46,0.8105137475051273
47,0.3704177772866677
48,0.20539124697706113
49,0.20914578169334042
50,0.9846113827131018
51,0.2753875204842883
52,0.6924609372937918
53,0.17041778297930943
54,0.8184929524233318
55,0.4728141774657564
56,0.03026316823700881
57,0.7443728676828724
58,0.12411415218170652
59,0.8528300887394867
60,0.7324707222798453
61,0.6149575986234115
62,0.7961904087403591
63,0.030342568425682725
64,0.6798252951321561
65,0.09340585423817871
66,0.26076598137126783
67,0.7188388348207523
68,0.7478469740682908
69,0.9016569444343001
70,0.7219214454502684
71,0.14360920605722827
72,0.48410147822697924
73,0.027006547508747092
74,0.24388193911900635
75,0.7975195809382314
76,0.6794160415422451
77,0.9496565340526519
78,0.6091080760032985
79,0.1910972685080614
80,0.7838798051666784
81,0.2215881860777903
82,0.45252258128011
83,0.5035765101842021
84,0.3811606308988995
85,0.4581901269877159
86,0.3878449483655493
87,0.20268389480318671
88,0.3536148468305895
89,0.29333120555653647
90,0.7140779114680558
91,0.768325336014505
92,0.9458621988882291
93,0.7440754971530168
94,0.818508859569439
95,0.6289702208716035
96,0.6659434041201915
97,0.7329948210155229
98,0.5771602500553938
