w,y
0,0.7525265888958453
1,0.007990878509608779
2,0.25295898292651064
3,0.6009218173117785
4,0.4105232303493791
5,0.23225048687568373
6,0.9307181210395763
7,0.45798753804959047
8,0.3438264564108142
9,0.7673201954818977
10,0.06809752505142452
11,0.8836587638176403
12,0.29077172384288685
13,0.8338974102406419
14,0.10832996603185352
15,0.5706419087470034
16,0.7929373065877039
17,0.12071441449882592
18,0.5555788496109504
19,0.13695039246163765
20,0.5518013039216413
21,0.21341559653988118
22,0.3703476581103512
23,0.8290724441716205
24,0.8084978972237038
25,0.5821247976427817
26,0.27392854852894655
27,0.8153993919829048
28,0.7678210085965584
29,0.4889392931230476
30,0.6573557573895732
31,0.48437379312704953
32,0.6003197119668624
33,0.5095948027742596
34,0.25614899028078175
35,0.572949279962324
36,0.22527454443543138
37,0.10280372590615072
38,0.8742022388284536
39,0.26833695952072945
40,0.9025393040073101
41,0.8062765544403604
42,0.21849481353257272
43,0.6496462236436481
44,0.6426784629651066
45,0.190194492905279
46,0.3408699033006093
47,0.9659102914143995
48,0.5825250948875403
49,0.6569085890800106
50,0.2739482132104948
51,0.2831197885425647
52,0.7672303236239054
53,0.5398991800322436
54,0.19531317259615755
55,0.9752705288326061
56,0.23006969967602264
57,0.7255365478702247
58,0.8574250613734413
59,0.38306441577921724
60,0.8677180951851422
61,0.19794218890569948
62,0.08029164041656478
63,0.7187849680693409
64,0.3713992409039021
65,0.49025743630056784
66,0.8197433262201066
67,0.9570025089229866
68,0.3932621109025255
69,0.01488405327864284
70,0.696230995190058
71,0.018145803958199758
72,0.202530819366607
73,0.6407694143927845
74,0.8973848986589936
75,0.025610640712402044
76,0.3174208665512004
77,0.6875666883212521
78,0.052143632992803224
79,0.7969583411455061
80,0.986509239111669
81,0.7145078037079794
82,0.01508222271719628
83,0.015889767889568307
84,0.937191596635608
85,0.09608563329313358
86,0.49663900270867634
87,0.7240638005556604
88,0.5090545793976715
89,0.3971487460670904
90,0.1282606976554257
91,0.8704612252822975
92,0.14643746183030215
93,0.9867705455794229
94,0.8610560389657316
95,0.6608785834515146
96,0.23715150977995625
97,0.1632619824380046
98,0.5623684492308071
